devicename,kernelname,samples,channels,elements,beams,integration,precision,reads,writes,avg_time,min_time,max_time,avg_throughput,min_throughput,max_throughput,avg_bandwidth,min_bandwidth,max_bandwidth,percentage_avg_bandwidth,percentage_min_bandwidth,percentage_max_bandwidth,input_avg_bandwidth,input_min_bandwidth,input_max_bandwidth,output_avg_bandwidth,output_min_bandwidth,output_max_bandwidth
GeForce RTX 2080 Ti,Voltage,4096,32,16,544,1,half,19005440,570425344,6.12259,6.0431,6.2401,2982.04,2925.21,3020.57,96.2935,94.4586,97.5378,31.2641,30.6684,31.6681,2.74084,2.68862,2.77626,93.1886,91.4129,94.3928
GeForce RTX 2080 Ti,Voltage,4096,32,16,576,1,half,19136512,603979776,6.4949,6.40349,6.6055,2976.44,2925.95,3018.25,95.9609,94.3329,97.3089,31.1561,30.6276,31.5938,2.58372,2.53988,2.62001,93.0139,91.4358,94.3204
GeForce RTX 2080 Ti,Voltage,4096,32,16,608,1,half,19267584,637534208,6.82885,6.74704,6.96461,2988.11,2929.25,3023.71,96.2005,94.3056,97.3467,31.2339,30.6187,31.6061,2.45733,2.40892,2.4866,93.3784,91.5391,94.491
GeForce RTX 2080 Ti,Voltage,4096,32,16,640,1,half,19398656,671088640,7.21052,7.12995,7.36243,2978.9,2916.81,3011.92,95.7816,93.7852,96.8432,31.0979,30.4497,31.4426,2.32727,2.27876,2.35306,93.0907,91.1504,94.1225
GeForce RTX 2080 Ti,Voltage,4096,32,16,672,1,half,19529728,704643072,7.55168,7.46394,7.70896,2986.52,2924.98,3021,95.9156,93.9391,97.0229,31.1414,30.4997,31.5009,2.22212,2.17633,2.24777,93.3289,91.4057,94.4064
GeForce RTX 2080 Ti,Voltage,4096,32,16,704,1,half,19660800,738197504,7.88669,7.80838,8.05722,2995.77,2931.82,3025.25,96.1111,94.0596,97.057,31.2049,30.5388,31.512,2.12768,2.08226,2.14862,93.6178,91.6194,94.5391
GeForce RTX 2080 Ti,Voltage,4096,32,16,736,1,half,19791872,771751936,8.24401,8.16246,8.43283,2996.26,2928.56,3025.56,96.0343,93.8645,96.9736,31.18,30.4755,31.4849,2.0355,1.98951,2.05541,93.633,91.5175,94.5489
GeForce RTX 2080 Ti,Voltage,4096,32,16,768,1,half,19922944,805306368,8.62206,8.54064,8.81914,2989.37,2922.03,3017.32,95.7289,93.5726,96.6238,31.0808,30.3807,31.3714,1.9462,1.90237,1.9644,93.4178,91.3135,94.2911
GeForce RTX 2080 Ti,Voltage,4096,32,16,800,1,half,20054016,838860800,8.97602,8.89101,9.18074,2991.12,2923.9,3019.18,95.7071,93.5562,96.6049,31.0737,30.3754,31.3652,1.86945,1.82744,1.88699,93.4725,91.3718,94.3493
GeForce RTX 2080 Ti,Voltage,4096,32,16,832,1,half,20185088,872415232,9.3113,9.23334,9.5281,2998.74,2930,3023.53,95.8787,93.6809,96.6714,31.1294,30.4159,31.3868,1.80212,1.76082,1.81702,93.7105,91.5624,94.4853
GeForce RTX 2080 Ti,Voltage,4096,32,16,864,1,half,20316160,905969664,9.66793,9.58022,9.89219,2999.23,2930.7,3026.13,95.8279,93.6381,96.6873,31.1129,30.402,31.392,1.73567,1.69601,1.75123,93.7261,91.5843,94.5667
GeForce RTX 2080 Ti,Voltage,4096,32,16,896,1,half,20447232,939524096,10.0195,9.93574,10.2563,3001.14,2931.36,3025.92,95.8268,93.5986,96.618,31.1126,30.3892,31.3695,1.67475,1.6358,1.68857,93.7857,91.605,94.56
GeForce RTX 2080 Ti,Voltage,4096,32,16,928,1,half,20578304,973078528,10.3801,10.2914,10.6243,3000.35,2930.89,3025.69,95.7439,93.5272,96.5525,31.0857,30.366,31.3482,1.61657,1.57914,1.63022,93.7611,91.5903,94.553
GeForce RTX 2080 Ti,Voltage,4096,32,16,960,1,half,20709376,1006632960,10.7641,10.6773,11.0222,2993.08,2922.48,3016.9,95.4582,93.2063,96.2176,30.9929,30.2618,31.2395,1.5589,1.52212,1.5713,93.5339,91.3274,94.278
GeForce RTX 2080 Ti,Voltage,4096,32,16,992,1,half,20840448,1040187392,11.0784,11.0008,11.359,3005.04,2930.35,3025.78,95.7889,93.4082,96.4501,31.1003,30.3273,31.315,1.51464,1.47699,1.52509,93.9074,91.5735,94.5556
GeForce RTX 2080 Ti,Voltage,4096,32,16,1024,1,half,20971520,1073741824,11.4386,11.3456,11.7107,3004.34,2934.05,3028.46,95.7195,93.4799,96.4876,31.0778,30.3506,31.3272,1.46697,1.43264,1.47874,93.8858,91.689,94.6392
GeForce RTX 2080 Ti,Voltage,4096,32,32,32,1,half,33816576,33554432,0.7146,0.713344,0.71808,3005.16,2990.59,3010.45,94.2781,93.821,94.4439,30.6098,30.4614,30.6636,46.9556,46.728,47.0382,46.9556,46.728,47.0382
GeForce RTX 2080 Ti,Voltage,4096,32,32,64,1,half,34078720,67108864,1.4114,1.40922,1.41584,3043.07,3033.51,3047.77,71.6934,71.4682,71.8042,23.2771,23.204,23.313,23.774,23.6993,23.8107,47.5479,47.3986,47.6214
GeForce RTX 2080 Ti,Voltage,4096,32,32,96,1,half,34340864,100663296,2.11016,2.10749,2.11571,3053.07,3045.05,3056.93,63.9783,63.8103,64.0593,20.7722,20.7176,20.7985,15.9014,15.8596,15.9215,47.7042,47.5789,47.7646
GeForce RTX 2080 Ti,Voltage,4096,32,32,128,1,half,34603008,134217728,2.79862,2.79651,2.80358,3069.35,3063.91,3071.66,60.323,60.216,60.3683,19.5854,19.5507,19.6001,11.9897,11.9684,11.9987,47.9586,47.8736,47.9947
GeForce RTX 2080 Ti,Voltage,4096,32,32,160,1,half,34865152,167772160,3.49179,3.4039,3.51261,3075.4,3056.82,3154.44,58.0392,57.6886,59.5309,18.8439,18.7301,19.3282,9.61063,9.55257,9.85763,48.0532,47.7628,49.2882
GeForce RTX 2080 Ti,Voltage,4096,32,32,192,1,half,35127296,201326592,4.15772,4.07526,4.20666,3099.67,3062.98,3161.73,56.8828,56.2095,58.0217,18.4684,18.2498,18.8382,8.07206,7.97651,8.23368,48.4324,47.8591,49.4021
GeForce RTX 2080 Ti,Voltage,4096,32,32,224,1,half,35389440,234881024,4.83772,4.7471,4.89843,3107.95,3068.82,3166.64,55.8784,55.1749,56.9338,18.1423,17.9139,18.485,6.93738,6.85004,7.0684,48.5617,47.9502,49.4788
GeForce RTX 2080 Ti,Voltage,4096,32,32,256,1,half,35651584,268435456,5.50138,5.42058,5.58954,3123.5,3073.58,3169.38,55.2865,54.4029,56.0987,17.9502,17.6633,18.2138,6.10058,6.00308,6.1902,48.8046,48.0246,49.5216
GeForce RTX 2080 Ti,Voltage,4096,32,32,288,1,half,35913728,301989888,6.1847,6.10394,6.296,3125.69,3069.78,3166.38,54.647,53.6696,55.3583,17.7425,17.4252,17.9735,5.42655,5.32948,5.49718,48.8389,47.9654,49.4746
GeForce RTX 2080 Ti,Voltage,4096,32,32,320,1,half,36175872,335544320,6.8844,6.7983,7.01184,3120.03,3062.65,3158.85,54.0065,53.0132,54.6784,17.5346,17.2121,17.7527,4.87505,4.7854,4.93571,48.7505,47.854,49.3571
GeForce RTX 2080 Ti,Voltage,4096,32,32,352,1,half,36438016,369098752,7.53123,7.45078,7.68122,3137.21,3075.34,3170.45,53.8582,52.7959,54.4287,17.4864,17.1415,17.6717,4.45627,4.36838,4.50348,49.0189,48.0521,49.5382
GeForce RTX 2080 Ti,Voltage,4096,32,32,384,1,half,36700160,402653184,8.23735,8.14816,8.40291,3129.06,3066.77,3162.65,53.3478,52.2858,53.9206,17.3207,16.9759,17.5067,4.0743,3.99319,4.11804,48.8916,47.9183,49.4165
GeForce RTX 2080 Ti,Voltage,4096,32,32,416,1,half,36962304,436207616,8.89863,8.81248,9.0881,3137.84,3071.85,3167.93,53.1833,52.0648,53.6932,17.2673,16.9042,17.4328,3.77145,3.69213,3.8076,49.0288,47.9977,49.4988
GeForce RTX 2080 Ti,Voltage,4096,32,32,448,1,half,37224448,469762048,9.56995,9.49171,9.78947,3142.1,3071.13,3167.48,52.9858,51.789,53.4136,17.2032,16.8146,17.3421,3.50681,3.4276,3.53513,49.0954,47.9865,49.4918
GeForce RTX 2080 Ti,Voltage,4096,32,32,480,1,half,37486592,503316480,10.258,10.1731,10.5014,3140.74,3067.43,3166.43,52.7291,51.4983,53.1603,17.1198,16.7202,17.2599,3.27161,3.19524,3.29836,49.0741,47.9286,49.4754
GeForce RTX 2080 Ti,Voltage,4096,32,32,512,1,half,37748736,536870912,10.922,10.8358,11.1772,3146.45,3074.09,3170.94,52.6201,51.4099,53.0297,17.0844,16.6915,17.2174,3.07271,3.00204,3.09662,49.1633,48.0326,49.546
GeForce RTX 2080 Ti,Voltage,4096,32,32,544,1,half,38010880,570425344,11.5733,11.4929,11.8675,3154.92,3076.24,3176.49,52.5804,51.2692,52.9401,17.0716,16.6458,17.1883,2.89974,2.82743,2.91957,49.2956,48.0662,49.6327
GeForce RTX 2080 Ti,Voltage,4096,32,32,576,1,half,38273024,603979776,12.29,12.2055,12.5907,3145.69,3070.11,3166.99,52.266,51.0103,52.6199,16.9695,16.5618,17.0844,2.73063,2.66503,2.74912,49.1513,47.9705,49.4842
GeForce RTX 2080 Ti,Voltage,4096,32,32,608,1,half,38535168,637534208,12.9531,12.8684,13.2744,3150.47,3073.75,3170.72,52.2015,50.9303,52.5371,16.9485,16.5358,17.0575,2.59085,2.52776,2.6075,49.2261,48.0273,49.5426
GeForce RTX 2080 Ti,Voltage,4096,32,32,640,1,half,38797312,671088640,13.6733,13.5878,14.0104,3141.6,3065.56,3160.91,51.9254,50.6685,52.2445,16.8589,16.4508,16.9625,2.45438,2.39497,2.46946,49.0876,47.8993,49.3891
GeForce RTX 2080 Ti,Voltage,4096,32,32,672,1,half,39059456,704643072,14.3345,14.2423,14.692,3146.53,3069.5,3166.42,51.8898,50.6196,52.2179,16.8474,16.4349,16.9538,2.34117,2.28386,2.35597,49.1646,47.961,49.4754
GeForce RTX 2080 Ti,Voltage,4096,32,32,704,1,half,39321600,738197504,14.9559,14.8793,15.3448,3159.3,3078.86,3175.19,51.9935,50.6698,52.255,16.881,16.4512,16.9659,2.24382,2.18669,2.2551,49.364,48.1072,49.6123
GeForce RTX 2080 Ti,Voltage,4096,32,32,736,1,half,39583744,771751936,15.6455,15.57,16.0625,3157.33,3075,3172.27,51.8636,50.5112,52.1091,16.8388,16.3997,16.9185,2.14493,2.08899,2.15508,49.3333,48.0468,49.5667
GeForce RTX 2080 Ti,Voltage,4096,32,32,768,1,half,39845888,805306368,16.369,16.2911,16.8064,3148.98,3066.67,3163.66,51.6373,50.2876,51.878,16.7654,16.3272,16.8435,2.05012,1.99653,2.05967,49.2028,47.9167,49.4322
GeForce RTX 2080 Ti,Voltage,4096,32,32,800,1,half,40108032,838860800,17.0403,16.9583,17.4903,3150.96,3069.53,3165.83,51.5877,50.2546,51.8312,16.7493,16.3164,16.8283,1.96935,1.91846,1.97864,49.2338,47.9615,49.4661
GeForce RTX 2080 Ti,Voltage,4096,32,32,832,1,half,40370176,872415232,17.7066,17.6228,18.1722,3153.69,3072.53,3168.31,51.5566,50.2298,51.7956,16.7391,16.3084,16.8167,1.89524,1.84647,1.90403,49.2763,48.0083,49.5048
GeForce RTX 2080 Ti,Voltage,4096,32,32,864,1,half,40632320,905969664,18.358,18.2693,18.8497,3158.78,3076.02,3173.74,51.5696,50.2183,51.8138,16.7434,16.3047,16.8227,1.828,1.7801,1.83666,49.356,48.0627,49.5897
GeForce RTX 2080 Ti,Voltage,4096,32,32,896,1,half,40894464,939524096,19.0576,18.9657,19.561,3155.52,3073.96,3170.44,51.451,50.1212,51.6943,16.7049,16.2731,16.7839,1.76089,1.71538,1.76922,49.3049,48.0306,49.5381
GeForce RTX 2080 Ti,Voltage,4096,32,32,928,1,half,41156608,973078528,19.7339,19.6399,20.2583,3156.21,3074.14,3170.95,51.4017,50.0651,51.6416,16.6889,16.2549,16.7668,1.70055,1.65633,1.70849,49.3158,48.0335,49.5461
GeForce RTX 2080 Ti,Voltage,4096,32,32,960,1,half,41418752,1006632960,20.4335,20.3638,21.0003,3153.15,3067.8,3163.68,51.2952,49.9066,51.4665,16.6543,16.2034,16.7099,1.64227,1.59781,1.64775,49.268,47.9343,49.4325
GeForce RTX 2080 Ti,Voltage,4096,32,32,992,1,half,41680896,1040187392,21.0739,21.0055,21.6524,3159.24,3074.57,3169.26,51.3411,49.9652,51.504,16.6692,16.2225,16.7221,1.59236,1.54968,1.59741,49.3631,48.0402,49.5198
GeForce RTX 2080 Ti,Voltage,4096,32,32,1024,1,half,41943040,1073741824,21.7286,21.6596,22.3248,3162.89,3078.17,3172.71,51.3506,49.9751,51.5101,16.6723,16.2257,16.724,1.54438,1.50301,1.54917,49.4201,48.0964,49.5736
GeForce RTX 2080 Ti,Voltage,4096,32,64,32,1,half,67633152,33554432,1.33803,1.33507,1.34122,3209.92,3202.29,3217.03,75.6243,75.4447,75.7919,24.5533,24.495,24.6077,50.155,50.0358,50.2661,25.0775,25.0179,25.133
GeForce RTX 2080 Ti,Voltage,4096,32,64,64,1,half,68157440,67108864,2.6494,2.64627,2.65584,3242.22,3234.36,3246.05,51.0555,50.9316,51.1158,16.5765,16.5362,16.596,25.3299,25.2684,25.3598,25.3299,25.2684,25.3598
GeForce RTX 2080 Ti,Voltage,4096,32,64,96,1,half,68681728,100663296,3.92791,3.84205,3.96813,3281.01,3247.1,3353.65,43.1219,42.6763,44.0768,14.0006,13.8559,14.3106,17.0886,16.912,17.467,25.6329,25.368,26.2004
GeForce RTX 2080 Ti,Voltage,4096,32,64,128,1,half,69206016,134217728,5.20325,5.10765,5.27472,3302.47,3257.02,3363.56,39.1039,38.5658,39.8273,12.6961,12.5214,12.9309,12.9003,12.7227,13.1389,25.8005,25.4455,26.2778
GeForce RTX 2080 Ti,Voltage,4096,32,64,160,1,half,69730304,167772160,6.47583,6.39552,6.59606,3316.87,3255.7,3357.79,36.6832,36.0067,37.1358,11.9101,11.6905,12.0571,10.3652,10.1741,10.4931,25.913,25.4352,26.2328
GeForce RTX 2080 Ti,Voltage,4096,32,64,192,1,half,70254592,201326592,7.75505,7.66848,7.91094,3323.64,3257.49,3360.48,35.027,34.3298,35.4153,11.3724,11.146,11.4985,8.65532,8.48304,8.75126,25.966,25.4491,26.2538
GeForce RTX 2080 Ti,Voltage,4096,32,64,224,1,half,70778880,234881024,9.02789,8.9343,9.21853,3330.84,3261.34,3365.09,33.8637,33.1571,34.2119,10.9947,10.7653,11.1078,7.43492,7.27978,7.51137,26.0222,25.4792,26.2898
GeForce RTX 2080 Ti,Voltage,4096,32,64,256,1,half,71303168,268435456,10.2949,10.2143,10.5337,3338.1,3261.89,3363.87,33.0062,32.2526,33.261,10.7163,10.4716,10.799,6.51973,6.37088,6.57007,26.0789,25.4835,26.2803
GeForce RTX 2080 Ti,Voltage,4096,32,64,288,1,half,71827456,301989888,11.5637,11.4821,11.8468,3343.26,3262.87,3366.52,32.3316,31.5542,32.5566,10.4973,10.2449,10.5703,5.80427,5.6647,5.84466,26.1192,25.4912,26.301
GeForce RTX 2080 Ti,Voltage,4096,32,64,320,1,half,72351744,335544320,12.8534,12.7699,13.1692,3341.99,3261.38,3363.35,31.7391,30.9735,31.9419,10.3049,10.0563,10.3708,5.22186,5.0959,5.25523,26.1093,25.4795,26.2761
GeForce RTX 2080 Ti,Voltage,4096,32,64,352,1,half,72876032,369098752,14.1147,14.0258,14.4596,3347.67,3267.36,3368.42,31.3175,30.5662,31.5116,10.168,9.9241,10.2311,4.75521,4.64113,4.78469,26.1536,25.5262,26.3158
GeForce RTX 2080 Ti,Voltage,4096,32,64,384,1,half,73400320,402653184,15.4131,15.3171,15.7861,3344.35,3264.86,3364.84,30.8906,30.1564,31.0799,10.0294,9.79104,10.0909,4.35462,4.25112,4.38131,26.1277,25.5067,26.2878
GeForce RTX 2080 Ti,Voltage,4096,32,64,416,1,half,73924608,436207616,16.6618,16.579,17.0988,3351.44,3265.41,3367.79,30.6204,29.8344,30.7698,9.94169,9.68648,9.9902,4.02817,3.92477,4.04783,26.1831,25.511,26.3109
GeForce RTX 2080 Ti,Voltage,4096,32,64,448,1,half,74448896,469762048,17.9344,17.8443,18.4003,3353.13,3267.85,3369.69,30.348,29.5762,30.4978,9.85324,9.60265,9.90189,3.74233,3.64716,3.76081,26.1963,25.5301,26.3257
GeForce RTX 2080 Ti,Voltage,4096,32,64,480,1,half,74973184,503316480,19.2766,19.1378,19.741,3342.6,3263.49,3366.34,30.004,29.2938,30.2171,9.74156,9.51099,9.81075,3.48188,3.39947,3.50661,26.1141,25.496,26.2996
GeForce RTX 2080 Ti,Voltage,4096,32,64,512,1,half,75497472,536870912,20.4728,20.4014,21.0307,3356.89,3267.58,3368.37,29.9137,29.1178,30.016,9.71224,9.45385,9.74545,3.27821,3.191,3.28942,26.2257,25.528,26.3154
GeForce RTX 2080 Ti,Voltage,4096,32,64,544,1,half,76021760,570425344,21.7171,21.6316,22.316,3362.36,3271.84,3375.36,29.7693,28.9678,29.8844,9.66535,9.40514,9.70271,3.09041,3.0072,3.10235,26.2684,25.5612,26.37
GeForce RTX 2080 Ti,Voltage,4096,32,64,576,1,half,76546048,603979776,23.0301,22.9537,23.6504,3357.14,3268.84,3368.06,29.5517,28.7743,29.6478,9.59469,9.34232,9.6259,2.91418,2.83753,2.92366,26.2277,25.5378,26.313
GeForce RTX 2080 Ti,Voltage,4096,32,64,608,1,half,77070336,637534208,24.3064,24.2266,24.9828,3357.59,3266.42,3368.38,29.4022,28.6038,29.4967,9.54617,9.28695,9.57686,2.76118,2.6862,2.77005,26.2312,25.5189,26.3155
GeForce RTX 2080 Ti,Voltage,4096,32,64,640,1,half,77594624,671088640,25.6527,25.4384,26.3121,3348.88,3264.64,3376.76,29.1883,28.454,29.4313,9.47671,9.23831,9.5556,2.61631,2.5505,2.6381,26.1631,25.505,26.381
GeForce RTX 2080 Ti,Voltage,4096,32,64,672,1,half,78118912,704643072,26.7498,26.6821,27.281,3371.91,3306.12,3380.32,29.2635,28.6926,29.3365,9.50115,9.31577,9.52485,2.50886,2.45991,2.51512,26.3431,25.8291,26.4088
GeForce RTX 2080 Ti,Voltage,4096,32,64,704,1,half,78643200,738197504,28.0077,27.9341,28.5634,3373.83,3308.06,3382.57,29.1661,28.5975,29.2417,9.4695,9.2849,9.49405,2.39618,2.34947,2.4024,26.358,25.8442,26.4264
GeForce RTX 2080 Ti,Voltage,4096,32,64,736,1,half,79167488,771751936,29.2418,29.1777,29.8432,3378.3,3310.11,3385.61,29.1004,28.513,29.1634,9.44818,9.25746,9.46862,2.29504,2.24871,2.30001,26.393,25.8602,26.4501
GeForce RTX 2080 Ti,Voltage,4096,32,64,768,1,half,79691776,805306368,30.5779,30.5034,31.1969,3371.18,3304.15,3379.27,28.9436,28.3681,29.0131,9.39728,9.21043,9.41983,2.19478,2.15114,2.20004,26.3373,25.8136,26.4005
GeForce RTX 2080 Ti,Voltage,4096,32,64,800,1,half,80216064,838860800,31.8431,31.7675,32.4778,3372.11,3306.08,3380.01,28.8638,28.2986,28.9314,9.37137,9.18786,9.39331,2.10757,2.0663,2.1125,26.3446,25.8287,26.4063
GeForce RTX 2080 Ti,Voltage,4096,32,64,832,1,half,80740352,872415232,33.0912,33.0151,33.7552,3374.7,3308.2,3382.36,28.8049,28.2373,28.8703,9.35224,9.16794,9.37346,2.02807,1.9881,2.03267,26.3649,25.8453,26.4247
GeForce RTX 2080 Ti,Voltage,4096,32,64,864,1,half,81264640,905969664,34.3373,34.277,35.0448,3377.29,3309.02,3383.15,28.7518,28.1706,28.8017,9.33499,9.1463,9.3512,1.95445,1.91494,1.95784,26.3851,25.8517,26.4309
GeForce RTX 2080 Ti,Voltage,4096,32,64,896,1,half,81788928,939524096,35.6056,35.5544,36.3333,3377.61,3309.88,3382.4,28.6847,28.1095,28.7254,9.31321,9.12647,9.32642,1.88482,1.84703,1.8875,26.3875,25.8585,26.425
GeForce RTX 2080 Ti,Voltage,4096,32,64,928,1,half,82313216,973078528,36.8926,36.8209,37.6499,3376.21,3308.22,3382.7,28.6078,28.0318,28.6628,9.28825,9.10122,9.30612,1.81908,1.78245,1.82258,26.3766,25.8455,26.4273
GeForce RTX 2080 Ti,Voltage,4096,32,64,960,1,half,82837504,1006632960,38.185,38.1237,38.9785,3374.41,3305.65,3379.76,28.532,27.9506,28.5773,9.26365,9.07486,9.27833,1.75751,1.72169,1.76029,26.3626,25.8254,26.4044
GeForce RTX 2080 Ti,Voltage,4096,32,64,992,1,half,83361792,1040187392,39.4314,39.3655,40.2596,3376.68,3307.14,3382.25,28.4945,27.9076,28.5415,9.25145,9.06091,9.26671,1.70196,1.6669,1.70476,26.3803,25.837,26.4238
GeForce RTX 2080 Ti,Voltage,4096,32,64,1024,1,half,83886080,1073741824,40.6868,40.6247,41.5387,3378.05,3308.7,3383.13,28.4528,27.8686,28.4956,9.23794,9.04826,9.25183,1.64944,1.61557,1.65192,26.391,25.8492,26.4307
GeForce RTX 2080 Ti,Voltage,4096,32,128,32,1,half,135266304,33554432,2.57754,2.57427,2.58531,3332.61,3322.59,3336.84,65.4968,65.2999,65.58,21.2652,21.2013,21.2922,52.072,51.9155,52.1381,13.018,12.9789,13.0345
GeForce RTX 2080 Ti,Voltage,4096,32,128,64,1,half,136314880,67108864,5.04763,4.97642,5.10109,3403.98,3367.88,3452.26,40.3059,39.8785,40.8776,13.0863,12.9476,13.2719,26.5936,26.3116,26.9708,13.2968,13.1558,13.4854
GeForce RTX 2080 Ti,Voltage,4096,32,128,96,1,half,137363456,100663296,7.5234,7.46339,7.63088,3425.64,3377.04,3452.83,31.6414,31.1926,31.8926,10.2732,10.1275,10.3547,17.8419,17.5888,17.9835,13.3814,13.1916,13.4876
GeForce RTX 2080 Ti,Voltage,4096,32,128,128,1,half,138412032,134217728,9.98579,9.91661,10.1462,3441.22,3386.46,3464.87,27.3046,26.8701,27.4922,8.86514,8.72406,8.92605,13.4423,13.2284,13.5346,13.4423,13.2284,13.5346
GeForce RTX 2080 Ti,Voltage,4096,32,128,160,1,half,139460608,167772160,12.4799,12.4084,12.6943,3441.78,3383.39,3461.34,24.6202,24.2025,24.7601,7.99356,7.85795,8.03899,10.7556,10.5731,10.8167,13.4445,13.2164,13.5209
GeForce RTX 2080 Ti,Voltage,4096,32,128,192,1,half,140509184,201326592,14.953,14.8849,15.2168,3447.04,3387.01,3462.54,22.8624,22.4643,22.9653,7.42287,7.29361,7.45626,8.97666,8.82035,9.01704,13.465,13.2305,13.5256
GeForce RTX 2080 Ti,Voltage,4096,32,128,224,1,half,141557760,234881024,17.4128,17.3515,17.7448,3453.4,3388.57,3465.38,21.6199,21.214,21.6949,7.01944,6.88767,7.04379,7.70848,7.56378,7.73521,13.4898,13.2366,13.5366
GeForce RTX 2080 Ti,Voltage,4096,32,128,256,1,half,142606336,268435456,19.8909,19.8257,20.2765,3455,3389.12,3466.18,20.6659,20.2719,20.7328,6.7097,6.58177,6.73142,6.74804,6.61938,6.76989,13.4961,13.2388,13.5398
