devicename,kernelname,samples,channels,elements,beams,integration,precision,reads,writes,avg_time,min_time,max_time,avg_throughput,min_throughput,max_throughput,avg_bandwidth,min_bandwidth,max_bandwidth,percentage_avg_bandwidth,percentage_min_bandwidth,percentage_max_bandwidth,input_avg_bandwidth,input_min_bandwidth,input_max_bandwidth,output_avg_bandwidth,output_min_bandwidth,output_max_bandwidth
GeForce RTX 2080 Ti,StokesI,4096,32,16,1024,1,half,20971520,268435456,12.6267,12.5261,12.9372,4082.51,3983.83,4114.56,22.9243,22.3702,23.1042,7.44294,7.26304,7.50137,1.32894,1.29682,1.33938,21.2631,20.7491,21.43
GeForce RTX 2080 Ti,StokesI,4096,32,32,32,1,half,33816576,8388608,0.749462,0.747232,0.768416,4298.21,4192.03,4310.88,56.316,54.9249,56.482,18.2844,17.8328,18.3383,44.773,43.667,44.905,11.1933,10.9168,11.2262
GeForce RTX 2080 Ti,StokesI,4096,32,32,64,1,half,34078720,16777216,1.47873,1.47664,1.49795,4356.8,4300.84,4362.91,34.392,33.9503,34.4403,11.1662,11.0228,11.1819,22.6917,22.4002,22.7235,11.3458,11.2001,11.3618
GeForce RTX 2080 Ti,StokesI,4096,32,32,96,1,half,34340864,25165824,2.20549,2.20288,2.22598,4381.66,4341.31,4386.84,26.9813,26.7328,27.0131,8.76015,8.67947,8.7705,15.2141,15.074,15.2321,11.4106,11.3055,11.4241
GeForce RTX 2080 Ti,StokesI,4096,32,32,128,1,half,34603008,33554432,2.93347,2.93107,2.95123,4392.39,4365.94,4395.97,23.2345,23.0946,23.2534,7.54366,7.49824,7.54981,11.4385,11.3696,11.4478,11.4385,11.3696,11.4478
GeForce RTX 2080 Ti,StokesI,4096,32,32,160,1,half,34865152,41943040,3.64692,3.5535,3.68109,4416.89,4375.37,4532.46,21.0636,20.8656,21.6148,6.83884,6.77455,7.01778,9.20186,9.11536,9.44263,11.5023,11.3942,11.8033
GeForce RTX 2080 Ti,StokesI,4096,32,32,192,1,half,35127296,50331648,4.34623,4.25914,4.40986,4447.84,4382.76,4537.86,19.6668,19.3791,20.0649,6.38534,6.29191,6.51456,7.72195,7.60896,7.87822,11.5829,11.4134,11.8173
GeForce RTX 2080 Ti,StokesI,4096,32,32,224,1,half,35389440,58720256,5.0684,4.96797,5.14022,4449.78,4386.69,4538.79,18.5718,18.3085,18.9433,6.0298,5.94431,6.15042,6.6217,6.52782,6.75416,11.588,11.4237,11.8198
GeForce RTX 2080 Ti,StokesI,4096,32,32,256,1,half,35651584,67108864,5.76655,5.6784,5.87021,4469.85,4389.93,4538.22,17.8241,17.5054,18.0967,5.78705,5.68358,5.87556,5.82012,5.71606,5.90913,11.6402,11.4321,11.8183
GeForce RTX 2080 Ti,StokesI,4096,32,32,288,1,half,35913728,75497472,6.47605,6.38477,6.60592,4477.7,4388.64,4540.66,17.2076,16.8654,17.4495,5.58689,5.47577,5.66543,5.18253,5.07945,5.25539,11.6607,11.4288,11.8246
GeForce RTX 2080 Ti,StokesI,4096,32,32,320,1,half,36175872,83886080,7.19868,7.09987,7.3359,4475.74,4391.04,4537.02,16.682,16.3663,16.9104,5.41625,5.31375,5.4904,4.66223,4.574,4.72606,11.6556,11.435,11.8152
GeForce RTX 2080 Ti,StokesI,4096,32,32,352,1,half,36438016,92274688,7.89866,7.80611,8.06925,4486.93,4391.17,4539.2,16.2988,15.951,16.4887,5.29183,5.1789,5.35348,4.24898,4.15831,4.29848,11.6847,11.4354,11.8208
GeForce RTX 2080 Ti,StokesI,4096,32,32,384,1,half,36700160,100663296,8.62508,8.51981,8.80038,4482.63,4392.39,4537.04,15.9295,15.6088,16.1228,5.17191,5.06779,5.23469,3.89117,3.81284,3.9384,11.6735,11.4385,11.8152
GeForce RTX 2080 Ti,StokesI,4096,32,32,416,1,half,36962304,109051904,9.32999,9.22867,9.52947,4489.25,4394.36,4537.59,15.6532,15.3224,15.8218,5.08222,4.9748,5.13695,3.59715,3.52112,3.63589,11.6907,11.4436,11.8166
GeForce RTX 2080 Ti,StokesI,4096,32,32,448,1,half,37224448,117440512,10.0359,9.94093,10.2668,4494.45,4392.53,4536.51,15.4142,15.0646,15.5584,5.00459,4.8911,5.05143,3.34409,3.26825,3.37538,11.7043,11.4389,11.8138
GeForce RTX 2080 Ti,StokesI,4096,32,32,480,1,half,37486592,125829120,10.7357,10.6341,10.9887,4501.63,4397.08,4543.72,15.2155,14.8621,15.3577,4.94009,4.82536,4.98627,3.12613,3.05353,3.15536,11.723,11.4507,11.8326
GeForce RTX 2080 Ti,StokesI,4096,32,32,512,1,half,37748736,134217728,11.4541,11.3639,11.7306,4500.4,4393.61,4535.39,15.016,14.6597,15.1327,4.87532,4.75963,4.91323,2.92995,2.86042,2.95273,11.7198,11.4417,11.8109
GeForce RTX 2080 Ti,StokesI,4096,32,32,544,1,half,38010880,142606336,12.1254,12.0272,12.4319,4517.04,4404.87,4553.07,14.8985,14.5286,15.0174,4.83718,4.71706,4.87576,2.7678,2.69906,2.78987,11.7631,11.471,11.857
GeForce RTX 2080 Ti,StokesI,4096,32,32,576,1,half,38273024,150994944,12.8814,12.7798,13.1888,4502,4396.3,4536.99,14.6957,14.3506,14.8099,4.77132,4.65929,4.8084,2.60533,2.54415,2.62558,11.724,11.4487,11.8151
GeForce RTX 2080 Ti,StokesI,4096,32,32,608,1,half,38535168,159383552,13.5904,13.4861,13.9176,4504.19,4397.56,4538.23,14.5656,14.2208,14.6757,4.7291,4.61714,4.76484,2.4694,2.41094,2.48807,11.7297,11.452,11.8183
GeForce RTX 2080 Ti,StokesI,4096,32,32,640,1,half,38797312,167772160,14.3073,14.2027,14.6558,4503.61,4395.83,4536.08,14.4403,14.0947,14.5444,4.68841,4.57621,4.72221,2.34563,2.2895,2.36254,11.7282,11.4475,11.8127
GeForce RTX 2080 Ti,StokesI,4096,32,32,672,1,half,39059456,176160768,15.0137,14.9176,15.393,4506.27,4394.59,4534.63,14.3371,13.9817,14.4273,4.65489,4.53952,4.68418,2.23525,2.17986,2.24932,11.7351,11.4442,11.8089
GeForce RTX 2080 Ti,StokesI,4096,32,32,704,1,half,39321600,184549376,15.7001,15.6019,16.0927,4514.43,4403.67,4542.2,14.2612,13.9113,14.349,4.63027,4.51667,4.65876,2.13751,2.08507,2.15066,11.7563,11.4679,11.8287
GeForce RTX 2080 Ti,StokesI,4096,32,32,736,1,half,39583744,192937984,16.4163,16.3123,16.8394,4513.75,4399.69,4541.86,14.1662,13.8082,14.2544,4.5994,4.48318,4.62805,2.04427,1.99262,2.057,11.7546,11.4575,11.8278
GeForce RTX 2080 Ti,StokesI,4096,32,32,768,1,half,39845888,201326592,17.1489,17.0525,17.5976,4508.68,4393.18,4533.6,14.0652,13.7049,14.1429,4.56661,4.44963,4.59185,1.95689,1.90676,1.96771,11.7414,11.4406,11.8062
GeForce RTX 2080 Ti,StokesI,4096,32,32,800,1,half,40108032,209715200,17.859,17.754,18.3196,4509.84,4395.87,4535.9,13.9905,13.6369,14.0713,4.54237,4.42757,4.56862,1.8791,1.83161,1.88996,11.7444,11.4476,11.8122
GeForce RTX 2080 Ti,StokesI,4096,32,32,832,1,half,40370176,218103808,18.5743,18.4672,19.0498,4509.59,4396.48,4535.18,13.9174,13.5684,13.9964,4.51865,4.40531,4.54429,1.80673,1.76141,1.81698,11.7437,11.4492,11.8104
GeForce RTX 2080 Ti,StokesI,4096,32,32,864,1,half,40632320,226492416,19.2423,19.1301,19.7484,4520.49,4404.05,4546.4,13.884,13.5264,13.9636,4.50779,4.39168,4.53364,1.74401,1.69909,1.75401,11.7721,11.4689,11.8396
GeForce RTX 2080 Ti,StokesI,4096,32,32,896,1,half,40894464,234881024,19.9857,19.8865,20.51,4513.46,4397.57,4535.46,13.8002,13.4459,13.8675,4.48059,4.36555,4.50243,1.67911,1.636,1.6873,11.7538,11.452,11.8111
GeForce RTX 2080 Ti,StokesI,4096,32,32,928,1,half,41156608,243269632,20.682,20.5755,21.2359,4517.29,4398.94,4540.14,13.754,13.3936,13.8235,4.46557,4.34858,4.48816,1.62259,1.58008,1.6308,11.7638,11.4556,11.8233
GeForce RTX 2080 Ti,StokesI,4096,32,32,960,1,half,41418752,251658240,21.4049,21.3021,21.9728,4515.23,4398.02,4536.49,13.6936,13.3382,13.7581,4.44599,4.33058,4.46692,1.56779,1.52709,1.57517,11.7584,11.4532,11.8138
GeForce RTX 2080 Ti,StokesI,4096,32,32,992,1,half,41680896,260046848,22.1234,22.0235,22.7087,4514.15,4397.35,4534.16,13.6398,13.2869,13.7003,4.42851,4.31393,4.44814,1.51685,1.4776,1.52357,11.7556,11.4514,11.8077
GeForce RTX 2080 Ti,StokesI,4096,32,32,1024,1,half,41943040,268435456,22.833,22.737,23.4344,4514.92,4398.63,4533.55,13.5947,13.2446,13.6508,4.41387,4.30018,4.43208,1.4697,1.43185,1.47576,11.7576,11.4548,11.8061
GeForce RTX 2080 Ti,StokesI,4096,32,64,32,1,half,67633152,8388608,1.36643,1.36317,1.38307,4714.84,4658.07,4726.09,55.6357,54.9659,55.7684,18.0635,17.8461,18.1066,49.1129,48.5216,49.2301,6.13911,6.0652,6.15376
GeForce RTX 2080 Ti,StokesI,4096,32,64,64,1,half,68157440,16777216,2.70566,2.70224,2.72592,4762.22,4726.81,4768.23,31.3916,31.1582,31.4312,10.1921,10.1163,10.2049,24.8032,24.6188,24.8345,6.20081,6.1547,6.20863
GeForce RTX 2080 Ti,StokesI,4096,32,64,96,1,half,68681728,25165824,4.00736,3.91891,4.06291,4823.91,4757.02,4931.82,23.4234,23.0986,23.9473,7.605,7.49954,7.77511,16.7497,16.5174,17.1244,6.28114,6.19404,6.42164
GeForce RTX 2080 Ti,StokesI,4096,32,64,128,1,half,69206016,33554432,5.31776,5.21974,5.40035,4847.08,4771.88,4936.99,19.3284,19.0285,19.6869,6.27545,6.17808,6.39184,12.6226,12.4268,12.8567,6.31131,6.21338,6.42837
GeForce RTX 2080 Ti,StokesI,4096,32,64,160,1,half,69730304,41943040,6.60737,6.51558,6.7409,4876.26,4778.63,4943.88,16.905,16.5665,17.1394,5.48864,5.37875,5.56475,10.1589,9.95548,10.2997,6.34929,6.22218,6.43734
GeForce RTX 2080 Ti,StokesI,4096,32,64,192,1,half,70254592,50331648,7.91888,7.8192,8.07869,4882.41,4784.78,4943.56,15.231,14.9265,15.4218,4.94515,4.84625,5.00708,8.47641,8.3069,8.58257,6.35731,6.23018,6.43693
GeForce RTX 2080 Ti,StokesI,4096,32,64,224,1,half,70778880,58720256,9.22064,9.11936,9.42381,4891.93,4785.45,4945.21,14.0475,13.7417,14.2005,4.56087,4.46159,4.61054,7.27966,7.1212,7.35894,6.3697,6.23105,6.43908
GeForce RTX 2080 Ti,StokesI,4096,32,64,256,1,half,71303168,67108864,10.5195,10.4254,10.7654,4900.32,4787.52,4943.65,13.16,12.8571,13.2764,4.27274,4.17439,4.31052,6.38062,6.23375,6.43705,6.38062,6.23375,6.43705
GeForce RTX 2080 Ti,StokesI,4096,32,64,288,1,half,71827456,75497472,11.8119,11.7162,12.1,4909.66,4791.89,4948.87,12.4748,12.1756,12.5744,4.05026,3.95311,4.08261,5.68248,5.54617,5.72786,6.39279,6.23944,6.44384
GeForce RTX 2080 Ti,StokesI,4096,32,64,320,1,half,72351744,83886080,13.1245,13.0242,13.4429,4909.53,4792.44,4946.53,11.9062,11.6223,11.996,3.86566,3.77347,3.8948,5.11409,4.99213,5.15263,6.39261,6.24016,6.44079
GeForce RTX 2080 Ti,StokesI,4096,32,64,352,1,half,72876032,92274688,14.4211,14.3156,14.7686,4914.86,4798.48,4950.35,11.4537,11.1825,11.5365,3.71875,3.63069,3.7456,4.65422,4.54401,4.68783,6.39955,6.24802,6.44577
GeForce RTX 2080 Ti,StokesI,4096,32,64,384,1,half,73400320,100663296,15.7267,15.6263,16.1211,4916.51,4795.55,4947.39,11.0696,10.7973,11.1391,3.59403,3.5056,3.6166,4.26781,4.1628,4.29461,6.40171,6.2442,6.44191
GeForce RTX 2080 Ti,StokesI,4096,32,64,416,1,half,73924608,109051904,17.0196,16.9244,17.4583,4921.5,4797.25,4948.59,10.7522,10.4808,10.8114,3.49098,3.40285,3.5102,3.94351,3.84395,3.96522,6.40821,6.24642,6.44348
GeForce RTX 2080 Ti,StokesI,4096,32,64,448,1,half,74448896,117440512,18.3302,18.2258,18.7958,4921.15,4798.65,4948.71,10.4698,10.2092,10.5284,3.39928,3.31467,3.41832,3.66157,3.57042,3.68208,6.40774,6.24824,6.44363
GeForce RTX 2080 Ti,StokesI,4096,32,64,480,1,half,74973184,125829120,19.6609,19.5196,20.1428,4915.92,4797.57,4950.76,10.2148,9.96891,10.2872,3.3165,3.23666,3.34001,3.41383,3.33165,3.43803,6.40093,6.24684,6.4463
GeForce RTX 2080 Ti,StokesI,4096,32,64,512,1,half,75497472,134217728,20.9312,20.8326,21.4816,4925.23,4798.5,4947.97,10.0204,9.76256,10.0667,3.25338,3.16966,3.2684,3.20653,3.12402,3.22133,6.41306,6.24804,6.44267
GeForce RTX 2080 Ti,StokesI,4096,32,64,544,1,half,76021760,142606336,22.1868,22.081,22.7779,4936.92,4808.25,4960,9.85513,9.59826,9.90121,3.19972,3.11632,3.21468,3.02508,2.94623,3.03922,6.42829,6.26074,6.45834
GeForce RTX 2080 Ti,StokesI,4096,32,64,576,1,half,76546048,150994944,23.5318,23.4351,24.1571,4928.43,4800.41,4948.31,9.6704,9.41921,9.70941,3.13974,3.05819,3.15241,2.8521,2.77802,2.8636,6.41722,6.25054,6.44311
GeForce RTX 2080 Ti,StokesI,4096,32,64,608,1,half,77070336,159383552,24.8239,24.73,25.4904,4931.41,4802.07,4949.73,9.52604,9.27621,9.56144,3.09287,3.01175,3.10436,2.70362,2.63271,2.71367,6.4211,6.2527,6.44496
GeForce RTX 2080 Ti,StokesI,4096,32,64,640,1,half,77594624,167772160,26.1832,25.9422,26.8557,4921.65,4797.83,4966.77,9.37228,9.13649,9.4582,3.04295,2.96639,3.07084,2.56336,2.49887,2.58686,6.40839,6.24718,6.46714
GeForce RTX 2080 Ti,StokesI,4096,32,64,672,1,half,78118912,176160768,27.3147,27.2317,27.8481,4953.31,4858.19,4968.16,9.30972,9.13094,9.33763,3.02264,2.96459,3.0317,2.457,2.40982,2.46436,6.44962,6.32577,6.46896
GeForce RTX 2080 Ti,StokesI,4096,32,64,704,1,half,78643200,184549376,28.5962,28.5159,29.1581,4956.61,4860.88,4970.35,9.20418,9.0264,9.22968,2.98837,2.93065,2.99665,2.34688,2.30155,2.35338,6.45393,6.32927,6.47181
GeForce RTX 2080 Ti,StokesI,4096,32,64,736,1,half,79167488,192937984,29.8704,29.7967,30.4776,4960.86,4861.81,4972.91,9.10993,8.92804,9.13206,2.95777,2.89871,2.96495,2.24677,2.20191,2.25222,6.45945,6.33048,6.47514
GeForce RTX 2080 Ti,StokesI,4096,32,64,768,1,half,79691776,201326592,31.2057,31.1321,31.833,4955.03,4857.19,4966.54,9.00573,8.8279,9.02664,2.92394,2.8662,2.93073,2.15062,2.10815,2.15561,6.45187,6.32446,6.46684
GeForce RTX 2080 Ti,StokesI,4096,32,64,800,1,half,80216064,209715200,32.4966,32.4182,33.149,4956.46,4858.7,4968.23,8.92227,8.7463,8.94347,2.89684,2.83971,2.90372,2.06519,2.02446,2.0701,6.45372,6.32644,6.46906
GeForce RTX 2080 Ti,StokesI,4096,32,64,832,1,half,80740352,218103808,33.7905,33.7117,34.4677,4957.34,4859.73,4968.71,8.84441,8.67027,8.8647,2.87156,2.81502,2.87815,1.98611,1.94701,1.99067,6.45487,6.32778,6.46967
GeForce RTX 2080 Ti,StokesI,4096,32,64,864,1,half,81264640,226492416,35.063,34.982,35.774,4961.18,4862.37,4972.44,8.77764,8.60282,8.79757,2.84988,2.79312,2.85635,1.91403,1.87591,1.91838,6.45986,6.3312,6.47453
GeForce RTX 2080 Ti,StokesI,4096,32,64,896,1,half,81788928,234881024,36.3865,36.3016,37.1108,4957.79,4860.81,4969.17,8.70333,8.53308,8.72331,2.82576,2.77048,2.83224,1.84441,1.80834,1.84865,6.45545,6.32917,6.47027
GeForce RTX 2080 Ti,StokesI,4096,32,64,928,1,half,82313216,243269632,37.6835,37.5962,38.4417,4958.12,4860.12,4969.42,8.64031,8.46953,8.66,2.8053,2.74985,2.81169,1.78093,1.74573,1.78499,6.45588,6.32828,6.47059
GeForce RTX 2080 Ti,StokesI,4096,32,64,960,1,half,82837504,251658240,38.9884,38.898,39.7677,4957.42,4860.06,4968.73,8.57973,8.41123,8.59931,2.78563,2.73092,2.79199,1.72133,1.68752,1.72525,6.45497,6.3282,6.4697
GeForce RTX 2080 Ti,StokesI,4096,32,64,992,1,half,83361792,260046848,40.2884,40.193,41.098,4957.38,4859.51,4968.93,8.52413,8.35586,8.544,2.76758,2.71294,2.77403,1.66578,1.6329,1.66967,6.45492,6.32749,6.46996
GeForce RTX 2080 Ti,StokesI,4096,32,64,1024,1,half,83886080,268435456,41.5805,41.4894,42.4165,4958.24,4860.33,4968.94,8.47355,8.30624,8.49184,2.75115,2.69683,2.75709,1.61401,1.58214,1.61749,6.45604,6.32856,6.46998
GeForce RTX 2080 Ti,StokesI,4096,32,128,32,1,half,135266304,8388608,2.59544,2.59299,2.61248,4964.44,4932.06,4969.12,55.349,54.9879,55.4012,17.9705,17.8532,17.9874,51.7129,51.3756,51.7617,3.23206,3.21098,3.23511
GeForce RTX 2080 Ti,StokesI,4096,32,128,64,1,half,136314880,16777216,5.07562,5.00128,5.13818,5077.79,5015.36,5152.64,30.1659,29.795,30.6106,9.79412,9.67371,9.9385,26.4468,26.1217,26.8367,3.30585,3.26521,3.35458
GeForce RTX 2080 Ti,StokesI,4096,32,128,96,1,half,137363456,25165824,7.56869,7.4975,7.69197,5107.77,5025.33,5155.68,21.4764,21.1297,21.6778,6.97285,6.86031,7.03824,17.7353,17.4491,17.9017,3.32537,3.2717,3.35656
GeForce RTX 2080 Ti,StokesI,4096,32,128,128,1,half,138412032,33554432,10.0566,9.96813,10.2232,5125.53,5041.44,5170.44,17.1018,16.8212,17.2516,5.55253,5.46143,5.60118,13.3477,13.1287,13.4647,3.33693,3.28218,3.36617
GeForce RTX 2080 Ti,StokesI,4096,32,128,160,1,half,139460608,41943040,12.5638,12.4874,12.7874,5128.24,5038.14,5159.18,14.4399,14.1862,14.527,4.68827,4.6059,4.71655,10.6838,10.4961,10.7483,3.3387,3.28004,3.35884
GeForce RTX 2080 Ti,StokesI,4096,32,128,192,1,half,140509184,50331648,15.0565,14.9834,15.3406,5135.01,5039.53,5159.67,12.6759,12.4402,12.7368,4.11557,4.03904,4.13533,8.91495,8.74918,8.95777,3.34311,3.28094,3.35916
GeForce RTX 2080 Ti,StokesI,4096,32,128,224,1,half,141557760,58720256,17.5504,17.4735,17.8812,5139.49,5044.09,5161.79,11.4123,11.2005,11.4618,3.7053,3.63652,3.72137,7.64805,7.50609,7.68123,3.34602,3.28391,3.36054
GeForce RTX 2080 Ti,StokesI,4096,32,128,256,1,half,142606336,67108864,20.0468,19.9693,20.4409,5142.25,5042.79,5161.89,10.4619,10.2596,10.5019,3.39673,3.33103,3.4097,6.69564,6.56613,6.72121,3.34782,3.28306,3.36061
