devicename,kernelname,samples,channels,elements,beams,integration,precision,reads,writes,avg_time,min_time,max_time,avg_throughput,min_throughput,max_throughput,avg_bandwidth,min_bandwidth,max_bandwidth,percentage_avg_bandwidth,percentage_min_bandwidth,percentage_max_bandwidth,input_avg_bandwidth,input_min_bandwidth,input_max_bandwidth,output_avg_bandwidth,output_min_bandwidth,output_max_bandwidth
GeForce RTX 3090,StokesI,4096,32,128,608,1,half,154140672,159383552,23.5578,22.8304,24.2493,10393,10095.7,10723.1,13.3099,12.9292,13.7327,2.84371,2.76237,2.93404,5.6979,5.53492,5.8789,6.76626,6.57271,6.98119
GeForce RTX 3090,StokesI,4096,32,128,640,1,half,155189248,167772160,24.8231,24.0496,25.6022,10382.7,10065.5,10715.3,13.0122,12.6146,13.429,2.78009,2.69515,2.86914,5.40766,5.24243,5.58086,6.75957,6.55303,6.97608
GeForce RTX 3090,StokesI,4096,32,128,672,1,half,156237824,176160768,26.1198,25.2267,27.0345,10361.4,10008.8,10726,12.7285,12.2954,13.1764,2.71948,2.62694,2.81519,5.13957,4.96468,5.32046,6.74568,6.51615,6.9831
GeForce RTX 3090,StokesI,4096,32,128,704,1,half,157286400,184549376,27.3836,26.4358,28.0925,10353.6,10090.5,10722.9,12.4855,12.1682,12.9308,2.66757,2.59978,2.7627,4.90228,4.7777,5.07711,6.74064,6.56934,6.98103
GeForce RTX 3090,StokesI,4096,32,128,736,1,half,158334976,192937984,28.6571,27.667,29.4537,10343.4,10061.7,10711.4,12.2602,11.9263,12.6964,2.61943,2.54809,2.71264,4.68449,4.55691,4.85118,6.73396,6.55056,6.97357
GeForce RTX 3090,StokesI,4096,32,128,768,1,half,159383552,201326592,29.9041,28.8587,30.6514,10343,10088.9,10715.6,12.0646,11.7681,12.4992,2.57765,2.5143,2.6705,4.48917,4.37885,4.65087,6.73375,6.56827,6.9763
GeForce RTX 3090,StokesI,4096,32,128,800,1,half,160432128,209715200,31.1776,30.1146,32.0138,10333.9,10062,10696.6,11.8746,11.5621,12.2913,2.53705,2.47029,2.62608,4.3058,4.1925,4.4569,6.72782,6.55078,6.96391
GeForce RTX 3090,StokesI,4096,32,128,832,1,half,161480704,218103808,32.4234,31.3598,33.1783,10334.2,10097.2,10682.7,11.7094,11.4408,12.1042,2.50174,2.44436,2.5861,4.14032,4.04535,4.27993,6.72803,6.57369,6.95489
GeForce RTX 3090,StokesI,4096,32,128,864,1,half,162529280,226492416,33.6717,32.702,34.4129,10333.6,10109.4,10638.3,11.5553,11.3045,11.896,2.46882,2.41525,2.54161,3.98672,3.90022,4.10427,6.72759,6.58162,6.92596
GeForce RTX 3090,StokesI,4096,32,128,896,1,half,163577856,234881024,34.9301,33.6498,35.9852,10330.8,10025.7,10721.5,11.4098,11.0728,11.8414,2.43774,2.36575,2.52995,3.84329,3.7298,3.98867,6.72576,6.52715,6.98017
GeForce RTX 3090,StokesI,4096,32,128,928,1,half,164626432,243269632,36.2121,35.0106,37.1331,10320.7,10062.8,10672.8,11.2662,10.9847,11.6507,2.40706,2.34692,2.4892,3.70713,3.61451,3.83364,6.71918,6.5513,6.94846
GeForce RTX 3090,StokesI,4096,32,128,960,1,half,165675008,251658240,37.5539,36.4592,38.1309,10294,10137.4,10602.2,11.1138,10.9447,11.4466,2.37451,2.33838,2.4456,3.5743,3.51992,3.68131,6.70181,6.59985,6.90246
GeForce RTX 3090,StokesI,4096,32,128,992,1,half,166723584,260046848,38.7902,37.6788,39.656,10298.2,10072.4,10601,11.003,10.7618,11.3265,2.35083,2.2993,2.41995,3.46041,3.38455,3.56216,6.70454,6.55757,6.90168
GeForce RTX 3090,StokesI,4096,32,128,1024,1,half,167772160,268435456,40.0372,38.9145,40.6116,10299.1,10152.7,10595.4,10.8959,10.741,11.2094,2.32794,2.29484,2.39492,3.35257,3.30491,3.44904,6.70515,6.60982,6.89808
GeForce RTX 3090,StokesI,4096,32,256,32,1,half,270532608,8388608,2.48658,2.40742,2.62093,10374.8,9832.32,10704.3,112.292,106.421,115.859,23.9916,22.7372,24.7536,108.071,102.42,111.503,3.37721,3.20063,3.48447
GeForce RTX 3090,StokesI,4096,32,256,64,1,half,272629760,16777216,4.93901,4.74122,5.07027,10439.1,10165.1,10870.5,58.6179,57.0792,61.0407,12.5239,12.1952,13.0415,54.3702,52.943,56.6174,3.39814,3.30894,3.53859
GeForce RTX 3090,StokesI,4096,32,256,96,1,half,274726912,25165824,7.36349,7.10048,7.6496,10502,10106.3,10887.9,40.7386,39.2037,42.2356,8.70394,8.376,9.02377,36.4653,35.0914,37.8053,3.41862,3.28982,3.54424
GeForce RTX 3090,StokesI,4096,32,256,128,1,half,276824064,33554432,9.73366,9.53437,9.76077,10590.5,10560.6,10811.3,31.8886,31.7986,32.5537,6.81311,6.79387,6.9552,27.5794,27.5015,28.1545,3.44742,3.43768,3.51931
GeForce RTX 3090,StokesI,4096,32,256,160,1,half,278921216,41943040,12.2208,11.8178,12.6057,10545.3,10221.5,10902.9,26.2604,25.4539,27.1509,5.61061,5.43831,5.80087,21.9695,21.2948,22.7145,3.43273,3.32731,3.54913
GeForce RTX 3090,StokesI,4096,32,256,192,1,half,281018368,50331648,14.6387,14.1641,15.111,10563.5,10232.2,10916.3,22.6378,21.9277,23.3937,4.83664,4.68493,4.99813,18.3395,17.7642,18.9518,3.43865,3.33079,3.55347
GeForce RTX 3090,StokesI,4096,32,256,224,1,half,283115520,58720256,17.0598,16.5143,17.6151,10575,10240.6,10923.2,20.0397,19.4059,20.6994,4.28154,4.14613,4.42249,15.7367,15.239,16.2547,3.4424,3.33352,3.55572
GeForce RTX 3090,StokesI,4096,32,256,256,1,half,285212672,67108864,19.4989,18.8644,19.9231,10573.8,10347.7,10928.4,18.0705,17.6841,18.6765,3.86083,3.77827,3.9903,13.768,13.4736,14.2297,3.44201,3.3684,3.55743
GeForce RTX 3090,StokesI,4096,32,256,288,1,half,287309824,75497472,21.8896,21.2159,22.3981,10596.2,10354.8,10931.8,16.5757,16.1981,17.1007,3.54145,3.46078,3.65363,12.2641,11.9847,12.6526,3.44927,3.3707,3.55854
GeForce RTX 3090,StokesI,4096,32,256,320,1,half,289406976,83886080,24.3948,23.5681,24.9445,10565,10330.9,10934.2,15.3041,14.9649,15.8389,3.26976,3.19731,3.38403,11.0052,10.7613,11.3898,3.43911,3.36291,3.5593
GeForce RTX 3090,StokesI,4096,32,256,352,1,half,291504128,92274688,26.8652,25.9575,27.819,10553.3,10189.7,10920.5,14.2878,13.7956,14.7849,3.05263,2.94747,3.15884,9.99364,9.64935,10.3414,3.43531,3.31697,3.55484
GeForce RTX 3090,StokesI,4096,32,256,384,1,half,293601280,100663296,29.3372,28.3334,30.0821,10542.7,10279.8,10914.2,13.4414,13.1063,13.9152,2.87181,2.8002,2.97302,9.15162,8.92342,9.47416,3.43186,3.34628,3.55281
GeForce RTX 3090,StokesI,4096,32,256,416,1,half,295698432,109051904,31.822,30.7226,32.6632,10529.6,10256.4,10904.3,12.7217,12.3916,13.1744,2.71803,2.64751,2.81474,8.43719,8.21828,8.7374,3.42761,3.33868,3.54957
GeForce RTX 3090,StokesI,4096,32,256,448,1,half,297795584,117440512,34.226,33.0236,35.0436,10542.9,10295.1,10924.8,12.1343,11.8491,12.5739,2.59254,2.5316,2.68646,7.84443,7.66003,8.12861,3.43194,3.35126,3.55627
GeForce RTX 3090,StokesI,4096,32,256,480,1,half,299892736,125829120,36.6486,35.3116,37.5689,10549.2,10289,10946.7,11.6183,11.3318,12.0561,2.48228,2.42107,2.57583,7.3258,7.14515,7.6019,3.43397,3.34929,3.56339
GeForce RTX 3090,StokesI,4096,32,256,512,1,half,301989888,134217728,39.0809,37.8935,40.0336,10551.7,10299.3,10880.9,11.1631,10.896,11.5114,2.38504,2.32797,2.45945,6.86962,6.70525,7.08394,3.43481,3.35263,3.54197
GeForce RTX 3090,StokesI,4096,32,256,544,1,half,304087040,142606336,41.5525,40.4491,42.5613,10544.2,10293.1,10830.6,10.7514,10.4953,11.0433,2.29707,2.24235,2.35945,6.46092,6.30703,6.63637,3.43236,3.35061,3.52557
GeForce RTX 3090,StokesI,4096,32,256,576,1,half,306184192,150994944,43.9474,42.8519,45.0045,10556.1,10306.9,10824.6,10.4041,10.1585,10.6688,2.22287,2.1704,2.27943,6.10884,5.96463,6.26426,3.43622,3.3551,3.52364
GeForce RTX 3090,StokesI,4096,32,256,608,1,half,308281344,159383552,46.3555,45.0445,47.4332,10563.6,10322.4,10869.8,10.0898,9.85944,10.3823,2.15571,2.1065,2.21821,5.79143,5.65923,5.95933,3.43866,3.36017,3.53835
GeForce RTX 3090,StokesI,4096,32,256,640,1,half,310378496,167772160,48.8178,47.7604,49.8699,10558.3,10334.8,10791.3,9.79534,9.58797,10.0114,2.09281,2.0485,2.13898,5.49914,5.38272,5.62046,3.43696,3.3642,3.51279
GeForce RTX 3090,StokesI,4096,32,256,672,1,half,312475648,176160768,51.3069,49.9328,52.47,10548.9,10313.8,10837.9,9.52494,9.31269,9.78587,2.03504,1.98969,2.09078,5.23259,5.11598,5.37593,3.43388,3.35736,3.52795
GeForce RTX 3090,StokesI,4096,32,256,704,1,half,314572800,184549376,53.7977,52.3603,54.9253,10539.5,10321.9,10827.6,9.2788,9.08729,9.53246,1.98245,1.94153,2.03664,4.99028,4.88728,5.1267,3.43082,3.36001,3.52461
GeForce RTX 3090,StokesI,4096,32,256,736,1,half,316669952,192937984,56.2731,54.7942,57.5497,10534.1,10299,10816.9,9.05722,8.8551,9.3004,1.93511,1.89192,1.98706,4.77088,4.66441,4.89898,3.42907,3.35255,3.52114
GeForce RTX 3090,StokesI,4096,32,256,768,1,half,318767104,201326592,58.7077,57.3027,59.893,10536,10326.3,10793.1,8.86005,8.68372,9.07625,1.89298,1.85531,1.93917,4.57293,4.48192,4.68451,3.4297,3.36144,3.51339
GeForce RTX 3090,StokesI,4096,32,256,800,1,half,320864256,209715200,61.1579,59.4134,62.4313,10535.3,10319.3,10843.4,8.67655,8.49861,8.9303,1.85377,1.81576,1.90799,4.38972,4.29969,4.5181,3.42947,3.35913,3.52976
GeForce RTX 3090,StokesI,4096,32,256,832,1,half,322961408,218103808,63.6659,62.7094,65.0117,10525,10306.1,10684.4,8.49942,8.32258,8.62814,1.81593,1.77815,1.84343,4.21677,4.12903,4.28063,3.42612,3.35484,3.47801
GeForce RTX 3090,StokesI,4096,32,256,864,1,half,325058560,226492416,66.0241,64.3824,67.5066,10539.5,10306.9,10807.1,8.35469,8.17033,8.5668,1.78501,1.74562,1.83033,4.06616,3.97643,4.16939,3.43083,3.35512,3.51793
GeForce RTX 3090,StokesI,4096,32,256,896,1,half,327155712,234881024,68.4904,67.1969,69.8694,10536,10327.2,10737.9,8.20674,8.0441,8.36402,1.7534,1.71865,1.787,3.91964,3.84196,3.99476,3.42968,3.36171,3.49541
GeForce RTX 3090,StokesI,4096,32,256,928,1,half,329252864,243269632,70.9339,69.4595,72.4724,10536.4,10311.8,10759.1,8.07187,7.89987,8.24253,1.72458,1.68783,1.76104,3.78461,3.70397,3.86463,3.42981,3.35672,3.50232
GeForce RTX 3090,StokesI,4096,32,256,960,1,half,331350016,251658240,73.4417,72.5659,74.8203,10527.4,10332.7,10653.7,7.93893,7.79211,8.03419,1.69618,1.66481,1.71653,3.65534,3.58774,3.6992,3.42688,3.3635,3.468
GeForce RTX 3090,StokesI,4096,32,256,992,1,half,333447168,260046848,75.9168,74.6749,77.3265,10523.9,10331.1,10697.9,7.81841,7.67517,7.9477,1.67043,1.63983,1.69805,3.53624,3.47146,3.59472,3.42574,3.36297,3.48239
GeForce RTX 3090,StokesI,4096,32,256,1024,1,half,335544320,268435456,78.3489,77.1941,79.8921,10526.1,10321.8,10682.6,7.70958,7.55994,7.82417,1.64718,1.61521,1.67166,3.42648,3.35998,3.47741,3.42648,3.35998,3.47741
GeForce RTX 3090,StokesI,4096,32,512,32,1,half,541065216,8388608,4.97532,4.74109,5.19024,10365.7,9930.1,10870.8,110.507,105.863,115.892,23.6101,22.618,24.7607,107.976,103.439,113.238,1.68712,1.61623,1.76934
GeForce RTX 3090,StokesI,4096,32,512,64,1,half,545259520,16777216,9.78138,9.35312,10.2479,10542.6,10058.6,11020.8,57.4833,54.8441,60.0908,12.2815,11.7176,12.8386,54.9094,52.3884,57.4002,1.71592,1.63714,1.79376
GeForce RTX 3090,StokesI,4096,32,512,96,1,half,549453824,25165824,14.6355,14.0194,15.2754,10567,10122.1,11028.9,39.2708,37.6174,40.9875,8.39033,8.03709,8.75711,36.6909,35.1462,38.2949,1.71989,1.64748,1.79507
GeForce RTX 3090,StokesI,4096,32,512,128,1,half,553648128,33554432,19.399,18.6407,20.0757,10629.1,10269,11059.6,30.275,29.2494,31.5011,6.46835,6.24922,6.73032,27.68,26.7423,28.801,1.73,1.67139,1.80007
GeForce RTX 3090,StokesI,4096,32,512,160,1,half,557842432,41943040,24.2813,23.2901,24.8907,10615,10353.2,11064.7,24.7061,24.0968,25.7528,5.27854,5.14836,5.50218,22.1146,21.5691,23.0515,1.7277,1.68509,1.8009
GeForce RTX 3090,StokesI,4096,32,512,192,1,half,562036736,50331648,29.1646,27.9162,29.905,10606.3,10340.7,11077.4,21.0032,20.4771,21.936,4.48741,4.37501,4.6867,18.4138,17.9526,19.2315,1.72629,1.68305,1.80296
GeForce RTX 3090,StokesI,4096,32,512,224,1,half,566231040,58720256,34.0007,32.6776,34.7604,10613.1,10379,11040.5,18.3844,17.9789,19.1247,3.9279,3.84124,4.08606,15.7933,15.4449,16.4293,1.7274,1.68929,1.79696
GeForce RTX 3090,StokesI,4096,32,512,256,1,half,570425344,67108864,38.8289,37.5471,39.6809,10620.3,10390.8,10981.3,16.4214,16.0665,16.9796,3.50849,3.43267,3.62775,13.8286,13.5297,14.2986,1.72857,1.69121,1.78733
GeForce RTX 3090,StokesI,4096,32,512,288,1,half,574619648,75497472,43.6229,42.1875,44.5614,10635,10409.4,10995.1,14.9055,14.5893,15.4102,3.18461,3.11704,3.29243,12.3091,12.0479,12.7258,1.73096,1.69424,1.78957
GeForce RTX 3090,StokesI,4096,32,512,320,1,half,578813952,83886080,48.398,46.9529,49.4888,10650.7,10414.4,10976.9,13.6947,13.3909,14.1142,2.92593,2.86101,3.01554,11.0945,10.8483,11.4343,1.73351,1.69505,1.7866
GeForce RTX 3090,StokesI,4096,32,512,352,1,half,583008256,92274688,53.4183,51.52,54.6709,10615.2,10370,11004.2,12.6438,12.3518,13.1072,2.7014,2.639,2.8004,10.0522,9.82004,10.4206,1.72773,1.68782,1.79105
GeForce RTX 3090,StokesI,4096,32,512,384,1,half,587202560,100663296,58.4023,56.5436,59.4933,10591.3,10395.7,10938,11.7796,11.5621,12.1652,2.51676,2.47028,2.59914,9.19387,9.02406,9.49482,1.72385,1.69201,1.78028
GeForce RTX 3090,StokesI,4096,32,512,416,1,half,591396864,109051904,63.2292,61.7101,64.6252,10598.2,10367.7,10857.5,11.0796,10.8386,11.3506,2.3672,2.31571,2.4251,8.49217,8.30746,8.69989,1.72497,1.68745,1.76717
GeForce RTX 3090,StokesI,4096,32,512,448,1,half,595591168,117440512,68.1283,66.7314,69.4063,10592,10396.1,10812.8,10.4669,10.2733,10.6851,2.2363,2.19492,2.28291,7.88099,7.73519,8.04526,1.72397,1.69207,1.7599
GeForce RTX 3090,StokesI,4096,32,512,480,1,half,599785472,125829120,72.9564,71.4631,74.4623,10597.7,10382.4,10818.1,9.94682,9.74472,10.1537,2.12517,2.08199,2.16937,7.3595,7.20997,7.51256,1.72488,1.68984,1.76076
GeForce RTX 3090,StokesI,4096,32,512,512,1,half,603979776,134217728,77.8912,77.2638,79.2562,10587.7,10404.7,10673,9.47796,9.31407,9.55425,2.025,1.98998,2.0413,6.89306,6.77387,6.94855,1.72326,1.69347,1.73714
GeForce RTX 3090,StokesI,4096,32,512,544,1,half,608174080,142606336,82.7931,81.7661,84.2055,10583.4,10405.2,10715.6,9.06874,8.91605,9.18204,1.93757,1.90494,1.96177,6.48491,6.37572,6.56593,1.72255,1.69355,1.74408
GeForce RTX 3090,StokesI,4096,32,512,576,1,half,612368384,150994944,87.6862,86.4479,89.1628,10580.8,10404.7,10731.5,8.70631,8.56145,8.83032,1.86013,1.82918,1.88663,6.12312,6.02124,6.21034,1.72213,1.69347,1.74666
GeForce RTX 3090,StokesI,4096,32,512,608,1,half,616562688,159383552,92.613,91.8036,94.2558,10574.3,10389.3,10666.8,8.37893,8.23235,8.45225,1.79019,1.75887,1.80585,5.79732,5.69589,5.84804,1.72108,1.69097,1.73614
GeForce RTX 3090,StokesI,4096,32,512,640,1,half,620756992,167772160,97.2714,95.9174,99.1314,10597.9,10398.2,10746.7,8.1071,7.95438,8.22091,1.73211,1.69948,1.75643,5.51973,5.41575,5.59722,1.72492,1.69242,1.74913
GeForce RTX 3090,StokesI,4096,32,512,672,1,half,624951296,176160768,102.241,101.455,104.211,10586.8,10386,10668.1,7.83604,7.68741,7.89626,1.6742,1.64244,1.68706,5.25138,5.15177,5.29173,1.72311,1.69042,1.73635
GeForce RTX 3090,StokesI,4096,32,512,704,1,half,629145600,184549376,107.242,106.278,108.989,10573.8,10403.5,10668.9,7.58802,7.46581,7.65628,1.6212,1.5951,1.63579,5.00653,4.9259,5.05156,1.72099,1.69328,1.73648
GeForce RTX 3090,StokesI,4096,32,512,736,1,half,633339904,192937984,112.103,111.109,114.058,10574.9,10393,10668.9,7.37115,7.24435,7.43664,1.57487,1.54778,1.58886,4.78938,4.70699,4.83193,1.72118,1.69157,1.73647
GeForce RTX 3090,StokesI,4096,32,512,768,1,half,637534208,201326592,116.975,115.931,119.03,10575.2,10392,10669.7,7.17176,7.0475,7.23584,1.53227,1.50572,1.54596,4.58993,4.5104,4.63094,1.72122,1.6914,1.7366
GeForce RTX 3090,StokesI,4096,32,512,800,1,half,641728512,209715200,121.727,120.761,124.004,10585.9,10390.7,10669.7,6.99522,6.86628,7.05062,1.49455,1.467,1.50639,4.41078,4.32948,4.44571,1.72296,1.6912,1.73661
GeForce RTX 3090,StokesI,4096,32,512,832,1,half,645922816,218103808,126.622,125.588,128.771,10583.4,10406.3,10670,6.82399,6.70977,6.87985,1.45797,1.43357,1.4699,4.24015,4.16918,4.27486,1.72256,1.69373,1.73666
GeForce RTX 3090,StokesI,4096,32,512,864,1,half,650117120,226492416,131.545,130.433,133.405,10579.3,10431.2,10668.8,6.66435,6.57106,6.72076,1.42386,1.40393,1.43591,4.08152,4.02438,4.11606,1.72189,1.69779,1.73646
GeForce RTX 3090,StokesI,4096,32,512,896,1,half,654311424,234881024,136.561,135.237,138.367,10568.1,10429.6,10671,6.51171,6.42634,6.57507,1.39125,1.37301,1.40478,3.9316,3.88005,3.96985,1.72008,1.69752,1.73681
GeForce RTX 3090,StokesI,4096,32,512,928,1,half,658505728,243269632,141.475,140.058,143.526,10565.4,10413.8,10671.7,6.37447,6.28303,6.4386,1.36193,1.34239,1.37563,3.79503,3.74059,3.83321,1.71962,1.69496,1.73693
GeForce RTX 3090,StokesI,4096,32,512,960,1,half,662700032,251658240,146.451,144.895,148.878,10558.3,10385.6,10671.1,6.24377,6.14167,6.31051,1.334,1.31219,1.34826,3.66607,3.60612,3.70525,1.71847,1.69037,1.73684
GeForce RTX 3090,StokesI,4096,32,512,992,1,half,666894336,260046848,151.249,149.72,154.74,10564.2,10325.2,10671.4,6.12894,5.99032,6.19116,1.30947,1.27985,1.32276,3.5498,3.46951,3.58583,1.71943,1.68054,1.73689
GeForce RTX 3090,StokesI,4096,32,512,1024,1,half,671088640,268435456,156.202,154.681,158.504,10559,10405.2,10662.4,6.01506,5.92744,6.07394,1.28514,1.26642,1.29772,3.43718,3.38711,3.47082,1.71859,1.69355,1.73541
GeForce RTX 3090,StokesI,4096,32,1024,32,1,half,1082130432,8388608,9.9434,9.49325,10.3965,10370.4,9914.76,10858.2,109.713,104.892,114.873,23.4405,22.4106,24.543,108.025,103.279,113.106,0.843943,0.806865,0.883639
GeForce RTX 3090,StokesI,4096,32,1024,64,1,half,1090519040,16777216,19.5015,18.7241,20.099,10572.9,10257.1,11010.3,56.7878,55.092,59.1376,12.1329,11.7706,12.6349,55.067,53.4225,57.3456,0.860422,0.834727,0.896024
GeForce RTX 3090,StokesI,4096,32,1024,96,1,half,1098907648,25165824,29.4394,28.1102,30.3216,10507.4,10198.6,11000.9,38.1944,37.0717,39.9881,8.16035,7.92049,8.54359,36.4842,35.4118,38.1976,0.855098,0.829964,0.895256
GeForce RTX 3090,StokesI,4096,32,1024,128,1,half,1107296256,33554432,39.0912,37.6498,39.9783,10549.4,10313.5,10951.4,29.1895,28.5367,30.3017,6.23644,6.09696,6.47405,27.4725,26.8581,28.5192,0.858515,0.839315,0.891226
GeForce RTX 3090,StokesI,4096,32,1024,160,1,half,1115684864,41943040,48.7667,47.2042,50.3195,10570.4,10242.5,10918.4,23.742,23.0055,24.5238,5.07256,4.91521,5.23959,22.0216,21.3385,22.7467,0.860218,0.833534,0.888544
GeForce RTX 3090,StokesI,4096,32,1024,192,1,half,1124073472,50331648,58.4261,56.7471,59.6278,10586.7,10372.3,10898.8,20.1028,19.6956,20.6954,4.29502,4.20803,4.42164,18.3797,18.0074,18.9215,0.861547,0.844097,0.886946
GeForce RTX 3090,StokesI,4096,32,1024,224,1,half,1132462080,58720256,68.1082,66.1434,69.1615,10595,10432.9,10908.9,17.4909,17.2232,18.0091,3.73698,3.67979,3.8477,15.7664,15.5251,16.2335,0.862226,0.849031,0.887772
GeForce RTX 3090,StokesI,4096,32,1024,256,1,half,1140850688,67108864,77.8979,76.3702,79.4079,10586.9,10384.8,10797.8,15.5081,15.2121,15.8172,3.31336,3.25011,3.37939,13.785,13.5218,14.0597,0.861561,0.845115,0.878731
GeForce RTX 3090,StokesI,4096,32,1024,288,1,half,1149239296,75497472,87.6126,85.9283,89.3996,10589.7,10377.1,10796.4,13.9801,13.6996,14.253,2.9869,2.92696,3.0452,12.2566,12.0106,12.4958,0.861789,0.844494,0.87861
GeForce RTX 3090,StokesI,4096,32,1024,320,1,half,1157627904,83886080,97.2095,96.2256,98.8739,10604.3,10425.3,10712.2,12.7721,12.5565,12.9021,2.72879,2.68275,2.75658,11.0461,10.8597,11.1586,0.862977,0.848415,0.871765
GeForce RTX 3090,StokesI,4096,32,1024,352,1,half,1166016512,92274688,106.981,105.834,108.644,10599.4,10436.6,10713.7,11.7624,11.5818,11.8893,2.51308,2.47449,2.54019,10.0373,9.88312,10.1456,0.862579,0.849331,0.871884
GeForce RTX 3090,StokesI,4096,32,1024,384,1,half,1174405120,100663296,116.643,115.374,119.079,10605.3,10387.6,10721.2,10.9321,10.7077,11.0516,2.33568,2.28774,2.3612,9.20599,9.01702,9.30658,0.863061,0.845345,0.872492
GeForce RTX 3090,StokesI,4096,32,1024,416,1,half,1182793728,109051904,126.285,124.937,128.338,10611.6,10441.4,10725.6,10.2301,10.0659,10.3399,2.18569,2.15062,2.20916,8.50291,8.36649,8.59424,0.863577,0.849721,0.872853
GeForce RTX 3090,StokesI,4096,32,1024,448,1,half,1191182336,117440512,136.066,134.562,137.837,10606.4,10469.7,10724.5,9.61797,9.49398,9.72509,2.05491,2.02842,2.0778,7.89167,7.78993,7.97956,0.863152,0.852023,0.872764
GeForce RTX 3090,StokesI,4096,32,1024,480,1,half,1199570944,125829120,145.87,144.674,148.71,10600.2,10397.3,10687.4,9.08652,8.91266,9.16128,1.94136,1.90422,1.95734,7.36123,7.22038,7.4218,0.862644,0.846138,0.869742
GeForce RTX 3090,StokesI,4096,32,1024,512,1,half,1207959552,134217728,155.661,154.063,158.371,10595.6,10413.9,10705.1,8.62276,8.47487,8.71185,1.84228,1.81068,1.86131,6.89821,6.77989,6.96948,0.862276,0.847487,0.871185
GeForce RTX 3090,StokesI,4096,32,1024,544,1,half,1216348160,142606336,165.288,164.155,167.367,10602,10470.1,10674.9,8.22194,8.11961,8.27848,1.75664,1.73478,1.76872,6.49634,6.4155,6.54102,0.862796,0.852058,0.868729
GeForce RTX 3090,StokesI,4096,32,1024,576,1,half,1224736768,150994944,174.84,172.824,176.349,10612.5,10521.4,10735.9,7.8688,7.8012,7.9603,1.6812,1.66675,1.70074,6.1415,6.08874,6.21291,0.863649,0.85623,0.873691
GeForce RTX 3090,StokesI,4096,32,1024,608,1,half,1233125376,159383552,184.756,183.459,186.319,10600.7,10511.6,10675.4,7.53717,7.4738,7.59029,1.61034,1.5968,1.62169,5.81179,5.76293,5.85275,0.862688,0.855435,0.868768
GeForce RTX 3090,StokesI,4096,32,1024,640,1,half,1241513984,167772160,194.766,193.403,196.824,10585.2,10474.3,10659.5,7.23595,7.16015,7.2868,1.54599,1.52979,1.55685,5.51311,5.45535,5.55185,0.861423,0.852399,0.867476
GeForce RTX 3090,StokesI,4096,32,1024,672,1,half,1249902592,176160768,205.208,203.075,208.45,10549.1,10384.6,10659.4,6.94966,6.84129,7.02235,1.48482,1.46166,1.50035,5.23268,5.15109,5.28742,0.858487,0.8451,0.867467
GeForce RTX 3090,StokesI,4096,32,1024,704,1,half,1258291200,184549376,215.518,213.975,219.307,10522.6,10340.5,10598.2,6.69497,6.5791,6.74302,1.4304,1.40565,1.44067,4.98231,4.89608,5.01806,0.856334,0.841513,0.86248
GeForce RTX 3090,StokesI,4096,32,1024,736,1,half,1266679808,192937984,225.738,223.507,230.646,10503.1,10279.1,10607.4,6.46635,6.3284,6.53052,1.38156,1.35208,1.39527,4.75686,4.65537,4.80406,0.854748,0.836513,0.863229
GeForce RTX 3090,StokesI,4096,32,1024,768,1,half,1275068416,201326592,235.606,233.133,239.913,10500.7,10311.6,10611.5,6.26672,6.15387,6.33284,1.3389,1.31479,1.35303,4.55761,4.47554,4.6057,0.854552,0.839164,0.863569
GeForce RTX 3090,StokesI,4096,32,1024,800,1,half,1283457024,209715200,245.384,243.008,249.043,10502.3,10347.5,10604.5,6.0853,5.99564,6.14453,1.30014,1.28099,1.3128,4.37595,4.31147,4.41854,0.854677,0.842084,0.862996
GeForce RTX 3090,StokesI,4096,32,1024,832,1,half,1291845632,218103808,255.314,252.514,258.471,10497.5,10368.9,10613.5,5.9143,5.84186,5.97966,1.26361,1.24813,1.27757,4.20573,4.15421,4.2522,0.854288,0.843825,0.863729
GeForce RTX 3090,StokesI,4096,32,1024,864,1,half,1300234240,226492416,265.043,262.97,266.62,10500.8,10438.6,10583.5,5.76037,5.72623,5.80571,1.23072,1.22343,1.24041,4.05125,4.02724,4.08314,0.854561,0.849496,0.861287
GeForce RTX 3090,StokesI,4096,32,1024,896,1,half,1308622848,234881024,275.196,272.384,276.542,10488,10436.8,10596.1,5.60884,5.58145,5.66665,1.19835,1.19249,1.2107,3.9018,3.88275,3.94202,0.853519,0.849351,0.862316
GeForce RTX 3090,StokesI,4096,32,1024,928,1,half,1317011456,243269632,285.299,282.24,287.27,10477.9,10405.9,10591.3,5.46901,5.43142,5.52821,1.16847,1.16044,1.18112,3.76362,3.73775,3.80436,0.852695,0.846834,0.861926
GeForce RTX 3090,StokesI,4096,32,1024,960,1,half,1325400064,251658240,295.109,292.483,297.142,10478.9,10407.1,10572.9,5.34405,5.30743,5.39197,1.14177,1.13395,1.15201,3.6385,3.61357,3.67113,0.852774,0.84693,0.860421
GeForce RTX 3090,StokesI,4096,32,1024,992,1,half,1333788672,260046848,305.186,302.87,307.293,10470.7,10398.7,10550.6,5.22259,5.1867,5.26244,1.11582,1.10816,1.12434,3.51837,3.4942,3.54522,0.852106,0.846251,0.858609
